Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,CHAPTER NAME,GENUS,SPECIES,FAMILY,ORDER,CLASS,DEPTH RANGE (CM),HABITAT TYPE,HABITAT DESCRIPTION,LIVES IN INTERTIDAL ZONE,LIVES IN SUBTIDAL ZONE,ADDITIONAL NOTES,RAND,Source,Notes
Light and Smith Manual,Cothurnia limnoriae,Chris Meyer,MeyerC@si.edu,*Peritrich ciliate,Inventory,Protista: Symbiotic and Attached,Cothurnia,limnoriae,*Vaginicolidae,*Sessilida,*Oligohymenophorea,*0-200,Hard surfaces,"""Ciliate that colonizes hard surfaces (glass slide traps).""",Yes,Yes,"""Loricate peritrich ciliate that attaches to various hard substrates and isopods.""",0.194604817,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Cryptolembus gongi,Chris Meyer,MeyerC@si.edu,*Scuticociliate,Inventory,Protista: Symbiotic and Attached,Cryptolembus,gongi,*Philasteridae,*Philasterida,*Oligohymenophorea,*0-200,Tunicate intestine,"""Symbiotic ciliate from the intestine of the tunicate Ascidia ceratodes.""",Yes,Yes,"""Scuticociliate from the intestine of the tunicate Ascidia ceratodes.""",0.884518994,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Ephelota gemmipara,Chris Meyer,MeyerC@si.edu,*Suctorian ciliate,Inventory,Protista: Symbiotic and Attached,Ephelota,gemmipara,*Ephelotidae,*Exogenida,*Phyllopharyngea,*0-200,Hard surfaces,"""Ciliate that colonizes hard surfaces (glass slide traps).""",Yes,Yes,"""Suctorian ciliate with tentacles projecting from the cell soma that attaches to various hard substrates.""",0.138991133,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Ephelota sp.,Chris Meyer,MeyerC@si.edu,*Suctorian ciliate,Inventory,Protista: Symbiotic and Attached,Ephelota,sp.,*Ephelotidae,*Exogenida,*Phyllopharyngea,*0-200,Hydroid surface,"""Hydroids have sessile protozoans on their outer surface. Whole mount observation of the hydroid may reveal 'suctorian' ciliates, which are not ciliated at all, but rather have numerous tentacles projected from the main cell body.""",Yes,Yes,"""Suctorian ciliate that attaches to hydroids and other marine substrates.""",0.900049745,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Epistylis hentscheli,Chris Meyer,MeyerC@si.edu,*Peritrich ciliate,Inventory,Protista: Symbiotic and Attached,Epistylis,hentscheli,*Epistylididae,*Sessilida,*Oligohymenophorea,*0-200,Hard surfaces,"""Ciliate that colonizes hard surfaces (glass slide traps).""",Yes,Yes,"""Large colonies of cells may form on various hard substrates.""",0.842795365,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Euplotaspis cionaecola,Chris Meyer,MeyerC@si.edu,*Euplote ciliate,Inventory,Protista: Symbiotic and Attached,Euplotaspis,cionaecola,*Euplotidae,*Euplotida,*Spirotrichea,*0-200,Tunicate symbiont,"""Symbiotic ciliate found in solitary ascidians in the Pacific Northwest.""",Yes,Yes,"""Euplote ciliate from tunicates.""",0.627999597,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Eupoterion pernix,Chris Meyer,MeyerC@si.edu,*Peritrich ciliate,Inventory,Protista: Symbiotic and Attached,Eupoterion,pernix,*Vaginicolidae,*Sessilida,*Oligohymenophorea,*0-200,Limpet foot,"""Gastropods, chitons, and bivalves have symbiotic ciliates crawling on or attached to their mantle, foot, and gills.""",Yes,No,"""Commensal ciliate found on the foot of various limpets.""",0.934134297,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Gymnodinioides inkystans,Chris Meyer,MeyerC@si.edu,*Apostome ciliate,Inventory,Protista: Symbiotic and Attached,Gymnodinioides,inkystans,*Foettingeriidae,*Apostomatida,*Oligohymenophorea,*0-200,Crustacean exoskeleton,"""Freshly molted exoskeletons of marine crustacea (including barnacles) contain apostome ciliates, which are very common.""",Yes,Yes,"""Apostome ciliate found on the exoskeleton of various crustaceans.""",0.082279348,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Hyalophysa chattoni,Chris Meyer,MeyerC@si.edu,*Apostome ciliate,Inventory,Protista: Symbiotic and Attached,Hyalophysa,chattoni,*Foettingeriidae,*Apostomatida,*Oligohymenophorea,*0-200,Crustacean exoskeleton,"""Freshly molted exoskeletons of marine crustacea (including barnacles) contain apostome ciliates, which are very common.""",Yes,Yes,"""Apostome ciliate found on the exoskeleton of various crustaceans. The feeding stages will appear as bloated bubbles (>50 μm in diameter) swimming within the exoskeleton.""",0.721926094,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Hypocomella katharinae,Chris Meyer,MeyerC@si.edu,*Ancistrocomid ciliate,Inventory,Protista: Symbiotic and Attached,Hypocomella,katharinae,*Ancistrocomidae,*Thigmotrichida,*Oligohymenophorea,*0-200,Chiton surface,"""Symbiotic ciliate from the chiton Katharina tunicata.""",Yes,No,"""Commensal ciliate found on the gumboot chiton.""",0.078073624,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Ignotocoma sabellarum,Chris Meyer,MeyerC@si.edu,*Ancistrocomid ciliate,Inventory,Protista: Symbiotic and Attached,Ignotocoma,sabellarum,*Ancistrocomidae,*Thigmotrichida,*Oligohymenophorea,*0-200,Polychaete symbiont,"""Symbiotic ciliate from the sabellid polychaetes Eudistylia vancouveri and Schizobranchia insignis.""",Yes,No,"""Ancistrocomid ciliate from sabellid polychaetes.""",0.983625909,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Kozloffiella phoronopsidis,Chris Meyer,MeyerC@si.edu,*Ancistrocomid ciliate,Inventory,Protista: Symbiotic and Attached,Kozloffiella,phoronopsidis,*Ancistrocomidae,*Thigmotrichida,*Oligohymenophorea,*0-200,Phoronid symbiont,"""Symbiotic ciliate from the phoronid Phoronopsis viridis.""",Yes,No,"""Ancistrocomid ciliate from the phoronid Phoronopsis viridis.""",0.809782744,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Lagenophrys sp.,Chris Meyer,MeyerC@si.edu,*Peritrich ciliate,Inventory,Protista: Symbiotic and Attached,Lagenophrys,sp.,*Lagenophryidae,*Sessilida,*Oligohymenophorea,*0-200,Crustacean exoskeleton,"""Uropods make particularly good preparations because they are flat and often have loricate peritrichs (Lagenophrys) attached to the surface.""",Yes,No,"""Loricate peritrich ciliate that attaches to crustacean exoskeletons.""",0.433859073,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Licnophora conklini,Chris Meyer,MeyerC@si.edu,*Licnophorid ciliate,Inventory,Protista: Symbiotic and Attached,Licnophora,conklini,*Licnophoridae,*Licnophorida,*Spirotrichea,*0-200,Limpet surface,"""Gastropods, chitons, and bivalves have symbiotic ciliates crawling on or attached to their mantle, foot, and gills.""",Yes,No,"""Commensal ciliate found on limpets.""",0.607069999,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Lobochona limnoriae,Chris Meyer,MeyerC@si.edu,*Chonotrich ciliate,Inventory,Protista: Symbiotic and Attached,Lobochona,limnoriae,*Lobochonidae,*Exogenida,*Phyllopharyngea,*0-200,Isopod exoskeleton,"""Interesting hosts for epizoic protists are isopods in the genus Limnoria, which are known to have a variety of symbionts, particularly folliculinids, peritrichs, chonotrichs, and apostomes.""",Yes,No,"""Chonotrich ciliate found on marine gribble isopods (Limnoria spp.).""",0.33796961,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Lobochona prorates,Chris Meyer,MeyerC@si.edu,*Chonotrich ciliate,Inventory,Protista: Symbiotic and Attached,Lobochona,prorates,*Lobochonidae,*Exogenida,*Phyllopharyngea,*0-200,Isopod exoskeleton,"""Interesting hosts for epizoic protists are isopods in the genus Limnoria, which are known to have a variety of symbionts, particularly folliculinids, peritrichs, chonotrichs, and apostomes.""",Yes,No,"""Chonotrich ciliate found on marine gribble isopods (Limnoria spp.).""",0.928873151,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Metafolliculina andrewsi,Chris Meyer,MeyerC@si.edu,*Folliculinid ciliate,Inventory,Protista: Symbiotic and Attached,Metafolliculina,andrewsi,*Folliculinidae,*Heterotrichida,*Heterotrichea,*0-200,Hard surfaces,"""Ciliate that colonizes hard surfaces (glass slide traps).""",Yes,Yes,"""Loricate heterotrich ciliate that attaches to various hard substrates.""",0.429527394,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Mycodinium pilisuctor,Chris Meyer,MeyerC@si.edu,*Apostome ciliate,Inventory,Protista: Symbiotic and Attached,Mycodinium,pilisuctor,*Foettingeriidae,*Apostomatida,*Oligohymenophorea,*0-200,Crustacean setae,"""Setae projecting from the appendages of caridean shrimp and amphipods have the apostome Mycodinium (Conidophrys) impaled on the tip, strobilating daughter cells.""",Yes,No,"""Apostome ciliate found impaled on the setae of various crustaceans.""",0.31322273,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Oenophorachona ectenolaemus,Chris Meyer,MeyerC@si.edu,*Chonotrich ciliate,Inventory,Protista: Symbiotic and Attached,Oenophorachona,ectenolaemus,*Spirochonidae,*Exogenida,*Phyllopharyngea,*0-200,Amphipod exoskeleton,"""Symbiotic ciliate found on amphipods.""",Yes,No,"""Chonotrich ciliate found on the amphipod Anisogammarus sp.""",0.982063651,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Opercularia longigula,Chris Meyer,MeyerC@si.edu,*Peritrich ciliate,Inventory,Protista: Symbiotic and Attached,Opercularia,longigula,*Operculariidae,*Sessilida,*Oligohymenophorea,*0-200,Hard surfaces,"""Ciliate that colonizes hard surfaces (glass slide traps).""",Yes,Yes,"""Large colonies of cells may form on various hard substrates.""",0.755133194,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Ophiuraespira weilli,Chris Meyer,MeyerC@si.edu,*Apostome ciliate,Inventory,Protista: Symbiotic and Attached,Ophiuraespira,weilli,*Foettingeriidae,*Apostomatida,*Oligohymenophorea,*0-200,Brittle star gut,"""Brittle stars have apostome ciliates in their gut cavity.""",Yes,Yes,"""Apostome ciliate found in the gut of the brittle star Amphiodia occidentalis.""",0.206789651,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Paracineta limbata,Chris Meyer,MeyerC@si.edu,*Suctorian ciliate,Inventory,Protista: Symbiotic and Attached,Paracineta,limbata,*Metacinetidae,*Exogenida,*Phyllopharyngea,*0-200,Hard surfaces,"""Ciliate that colonizes hard surfaces (glass slide traps).""",Yes,Yes,"""Suctorian ciliate with tentacles projecting from the cell soma that attaches to various hard substrates.""",0.834721914,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Paracineta sp.,Chris Meyer,MeyerC@si.edu,*Suctorian ciliate,Inventory,Protista: Symbiotic and Attached,Paracineta,sp.,*Acinetidae,*Endogenida,*Phyllopharyngea,*0-200,Hydroid surface,"""Hydroids have sessile protozoans on their outer surface. Whole mount observation of the hydroid may reveal 'suctorian' ciliates, which are not ciliated at all, but rather have numerous tentacles projected from the main cell body.""",Yes,Yes,"""Suctorian ciliate that attaches to hydroids and other marine substrates.""",0.353560437,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Parahypocoma rhamphisokarya,Chris Meyer,MeyerC@si.edu,*Hypocomid ciliate,Inventory,Protista: Symbiotic and Attached,Parahypocoma,rhamphisokarya,*Hypocomidae,*Rhynchodida,*Phyllopharyngea,*0-200,Tunicate symbiont,"""Symbiotic ciliate found in solitary ascidians in the Pacific Northwest.""",Yes,Yes,"""Hypocomid ciliate from tunicates.""",0.970114868,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
