Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	modified	bibliographicCitation	references	license	rightsHolder	datasetName	institutionCode	datasetID.x	identifier	title	format	datasetID.y	subject	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI
Pleuronichthys decurrens	R000814	282292	urn:lsid:marinespecies.org:taxname:282292	urn:lsid:marinespecies.org:taxname:282292	urn:lsid:marinespecies.org:taxname:282292	urn:lsid:marinespecies.org:taxname:270459	NA	Pleuronichthys decurrens	Pleuronichthys decurrens	Pleuronichthys	Jordan, D. S. ; Gilbert, C. H. (1881). List of the fishes of the Pacific coast of the United States, with a table showing the distribution of the species. <em>Proceedings of the United States National Museum.</em> v. 3 (no. 173) [v. for 1880]: 452-458.	1881	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Pleuronichthys	NA	decurrens	NA	Species	Jordan & Gilbert, 1881	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Pleuronichthys decurrens Jordan & Gilbert, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282292	https://www.marinespecies.org/aphia.php?p=taxdetails&id=282292	NA	NA	NA	NA	NA	NCBI:txid320379	To GenBank (47 nucleotides; 37 proteins)	NA	ncbi	NA	282292	270459	Pleuronichthys decurrens	NCBI:txid195633	NCBI:txid320379
Pleuronichthys guttulatus	R000815	293680	urn:lsid:marinespecies.org:taxname:293680	urn:lsid:marinespecies.org:taxname:293680	urn:lsid:marinespecies.org:taxname:293680	urn:lsid:marinespecies.org:taxname:270459	NA	Pleuronichthys guttulatus	Pleuronichthys guttulatus	Pleuronichthys	NA	NA	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Pleuronichthys	NA	guttulatus	NA	Species	Girard, 1856	ICZN	accepted	NA	2008-02-28	Froese, R. and D. Pauly. Editors. (2024). FishBase. Pleuronichthys guttulatus Girard, 1856. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=293680	https://www.marinespecies.org/aphia.php?p=taxdetails&id=293680	NA	NA	NA	NA	NA	NCBI:txid320378	To GenBank (173 nucleotides; 34 proteins)	NA	ncbi	NA	293680	270459	Pleuronichthys guttulatus	NCBI:txid195633	NCBI:txid320378
Pleuronichthys ritteri	R000816	282294	urn:lsid:marinespecies.org:taxname:282294	urn:lsid:marinespecies.org:taxname:282294	urn:lsid:marinespecies.org:taxname:282294	urn:lsid:marinespecies.org:taxname:270459	NA	Pleuronichthys ritteri	Pleuronichthys ritteri	Pleuronichthys	Starks, E. C.; Morris  E. L. (1907). The marine fishes of southern California. <em>University of California Publications in Zoology.</em> v. 3 (no. 11): 159-251.	1907	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Pleuronichthys	NA	ritteri	NA	Species	Starks & Morris, 1907	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Pleuronichthys ritteri Starks & Morris, 1907. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282294	https://www.marinespecies.org/aphia.php?p=taxdetails&id=282294	NA	NA	NA	NA	NA	NCBI:txid320380	To GenBank (12 nucleotides; 6 proteins)	NA	ncbi	NA	282294	270459	Pleuronichthys ritteri	NCBI:txid195633	NCBI:txid320380
Pleuronichthys verticalis	R000817	282295	urn:lsid:marinespecies.org:taxname:282295	urn:lsid:marinespecies.org:taxname:282295	urn:lsid:marinespecies.org:taxname:282295	urn:lsid:marinespecies.org:taxname:270459	NA	Pleuronichthys verticalis	Pleuronichthys verticalis	Pleuronichthys	Jordan, D. S. ; Gilbert, C. H. (1880). Description of a new flounder (Pleuronichthys verticalis) from the coast of California with notes on other species. <em>Proceedings of the United States National Museum.</em> v. 3 (no. 117): 49-51.	1880	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Pleuronichthys	NA	verticalis	NA	Species	Jordan & Gilbert, 1880	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Pleuronichthys verticalis Jordan & Gilbert, 1880. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282295	https://www.marinespecies.org/aphia.php?p=taxdetails&id=282295	NA	NA	NA	NA	NA	NCBI:txid195635	To GenBank (36 nucleotides; 19 proteins)	NA	ncbi	NA	282295	270459	Pleuronichthys verticalis	NCBI:txid195633	NCBI:txid195635
Podothecus accipenserinus	R000818	254501	urn:lsid:marinespecies.org:taxname:254501	urn:lsid:marinespecies.org:taxname:254501	urn:lsid:marinespecies.org:taxname:254501	urn:lsid:marinespecies.org:taxname:254386	NA	Podothecus accipenserinus	Podothecus accipenserinus	Podothecus	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Agonidae	Podothecus	NA	accipenserinus	NA	Species	(Tilesius, 1813)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Podothecus accipenserinus (Tilesius, 1813). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254501	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254501	NA	NA	NA	NA	NA	NCBI:txid320612	To GenBank (42 nucleotides; 39 proteins)	NA	ncbi	NA	254501	254386	Podothecus accipenserinus	NCBI:txid255532	NCBI:txid320612
Poecilia latipinna	R000819	275348	urn:lsid:marinespecies.org:taxname:275348	urn:lsid:marinespecies.org:taxname:275348	urn:lsid:marinespecies.org:taxname:275348	urn:lsid:marinespecies.org:taxname:154394	NA	Poecilia latipinna	Poecilia latipinna	Poecilia	NA	NA	Animalia	Chordata	Teleostei	Cyprinodontiformes	Poeciliidae	Poecilia	NA	latipinna	NA	Species	(Lesueur, 1821)	ICZN	accepted	NA	2020-09-24	Froese, R. and D. Pauly. Editors. (2024). FishBase. Poecilia latipinna (Lesueur, 1821). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275348	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275348	NA	NA	NA	NA	NA	NCBI:txid48699	To GenBank (132462 nucleotides; 47256 proteins)	NA	ncbi	NA	275348	154394	Poecilia latipinna	NCBI:txid8080	NCBI:txid48699
Polyacanthonotus challengeri	R000820	126644	urn:lsid:marinespecies.org:taxname:126644	urn:lsid:marinespecies.org:taxname:126644	urn:lsid:marinespecies.org:taxname:126644	urn:lsid:marinespecies.org:taxname:125841	NA	Polyacanthonotus challengeri	Polyacanthonotus challengeri	Polyacanthonotus	NA	NA	Animalia	Chordata	Teleostei	Notacanthiformes	Notacanthidae	Polyacanthonotus	NA	challengeri	NA	Species	(Vaillant, 1888)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Polyacanthonotus challengeri (Vaillant, 1888). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126644	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126644	NA	NA	NA	NA	NA	NCBI:txid473327	To GenBank (10 nucleotides; 7 proteins)	NA	ncbi	NA	126644	125841	Polyacanthonotus challengeri	NCBI:txid391224	NCBI:txid473327
Polydactylus approximans	R000821	276587	urn:lsid:marinespecies.org:taxname:276587	urn:lsid:marinespecies.org:taxname:276587	urn:lsid:marinespecies.org:taxname:276587	urn:lsid:marinespecies.org:taxname:159849	NA	Polydactylus approximans	Polydactylus approximans	Polydactylus	NA	NA	Animalia	Chordata	Teleostei	Carangaria incertae sedis	Polynemidae	Polydactylus	NA	approximans	NA	Species	(Lay & Bennett, 1839)	ICZN	accepted	NA	2020-09-24	Froese, R. and D. Pauly. Editors. (2024). FishBase. Polydactylus approximans (Lay & Bennett, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276587	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276587	NA	NA	NA	NA	NA	NCBI:txid320382	To GenBank (9 nucleotides; 4 proteins)	NA	ncbi	NA	276587	159849	Polydactylus approximans	NCBI:txid320381	NCBI:txid320382
Polydactylus opercularis	R000822	367295	urn:lsid:marinespecies.org:taxname:367295	urn:lsid:marinespecies.org:taxname:367295	urn:lsid:marinespecies.org:taxname:367295	urn:lsid:marinespecies.org:taxname:159849	NA	Polydactylus opercularis	Polydactylus opercularis	Polydactylus	NA	NA	Animalia	Chordata	Teleostei	Carangaria incertae sedis	Polynemidae	Polydactylus	NA	opercularis	NA	Species	(Gill, 1863)	ICZN	accepted	NA	2009-06-16	Froese, R. and D. Pauly. Editors. (2024). FishBase. Polydactylus opercularis (Gill, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=367295	https://www.marinespecies.org/aphia.php?p=taxdetails&id=367295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	367295	159849	Polydactylus opercularis	NCBI:txid320381	NA
Pomacanthus zonipectus	R000823	276028	urn:lsid:marinespecies.org:taxname:276028	urn:lsid:marinespecies.org:taxname:276028	urn:lsid:marinespecies.org:taxname:276028	urn:lsid:marinespecies.org:taxname:159286	NA	Pomacanthus zonipectus	Pomacanthus zonipectus	Pomacanthus	NA	NA	Animalia	Chordata	Teleostei	Acanthuriformes	Pomacanthidae	Pomacanthus	NA	zonipectus	NA	Species	(Gill, 1862)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Pomacanthus zonipectus (Gill, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276028	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276028	NA	NA	NA	NA	NA	NCBI:txid272801	To GenBank (27 nucleotides; 16 proteins)	NA	ncbi	NA	276028	159286	Pomacanthus zonipectus	NCBI:txid51797	NCBI:txid272801
Pontinus vaughani	R000824	274695	urn:lsid:marinespecies.org:taxname:274695	urn:lsid:marinespecies.org:taxname:274695	urn:lsid:marinespecies.org:taxname:274695	urn:lsid:marinespecies.org:taxname:126170	NA	Pontinus vaughani	Pontinus vaughani	Pontinus	Barnhart, P. S.; Hubbs, C. L. (1946). Pontinus vaughani, a new scorpaenid fish from Baja California. <em>Bulletin of the Scripps Institution of Oceanography of the University of California.</em> 5 (5): 371-390.	1946	Animalia	Chordata	Teleostei	Perciformes	Scorpaenidae	Pontinus	NA	vaughani	NA	Species	Barnhart & Hubbs, 1946	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Pontinus vaughani Barnhart & Hubbs, 1946. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274695	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	274695	126170	Pontinus vaughani	NCBI:txid72111	NA
Porichthys myriaster	R000825	275657	urn:lsid:marinespecies.org:taxname:275657	urn:lsid:marinespecies.org:taxname:275657	urn:lsid:marinespecies.org:taxname:275657	urn:lsid:marinespecies.org:taxname:158783	NA	Porichthys myriaster	Porichthys myriaster	Porichthys	Hubbs, C. L.; Schultz , L. P. (1939). A revision of the toadfishes referred to Porichthys and related genera. <em>Proceedings of the United States National Museum.</em> 86 (3060): 473-496.	1939	Animalia	Chordata	Teleostei	Batrachoidiformes	Batrachoididae	Porichthys	NA	myriaster	NA	Species	Hubbs & Schultz, 1939	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Porichthys myriaster Hubbs & Schultz, 1939. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275657	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275657	NA	NA	NA	NA	NA	NCBI:txid262771	To GenBank (4 nucleotides; 15 proteins)	NA	ncbi	NA	275657	158783	Porichthys myriaster	NCBI:txid45383	NCBI:txid262771
Porichthys notatus	R000826	275658	urn:lsid:marinespecies.org:taxname:275658	urn:lsid:marinespecies.org:taxname:275658	urn:lsid:marinespecies.org:taxname:275658	urn:lsid:marinespecies.org:taxname:158783	NA	Porichthys notatus	Porichthys notatus	Porichthys	Girard, C. F. (1854). Enumeration of the species of marine fishes, collected at San Francisco, California, by Dr. C. B. R. Kennerly, naturalist attached to the survey of the Pacific railroad route, under Lieut. A. W. Whipple. <em>Proceedings of the Academy of Natural Sciences of Philadelphia.</em> v. 7: 141-142.	1854	Animalia	Chordata	Teleostei	Batrachoidiformes	Batrachoididae	Porichthys	NA	notatus	NA	Species	Girard, 1854	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Porichthys notatus Girard, 1854. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275658	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275658	NA	NA	NA	NA	NA	NCBI:txid45384	To GenBank (115 nucleotides; 83 proteins)	NA	ncbi	NA	275658	158783	Porichthys notatus	NCBI:txid45383	NCBI:txid45384
Poroclinus rothrocki	R000827	254385	urn:lsid:marinespecies.org:taxname:254385	urn:lsid:marinespecies.org:taxname:254385	urn:lsid:marinespecies.org:taxname:254385	urn:lsid:marinespecies.org:taxname:254384	NA	Poroclinus rothrocki	Poroclinus rothrocki	Poroclinus	Bean, T. H. (1890). Scientific results of explorations by the U. S. Fish Commission steamer Albatross. No. XI. New fishes collected off the coast of Alaska and the adjacent region southward. <em>Proceedings of the United States National Museum.</em> 13 (795): 37-45.	1890	Animalia	Chordata	Teleostei	Perciformes	Stichaeidae	Poroclinus	NA	rothrocki	NA	Species	Bean, 1890	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Poroclinus rothrocki Bean, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254385	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254385	NA	NA	NA	NA	NA	NCBI:txid557414	To GenBank (31 nucleotides; 24 proteins)	NA	ncbi	NA	254385	254384	Poroclinus rothrocki	NCBI:txid557413	NCBI:txid557414
Porogadus promelas	R000828	311128	urn:lsid:marinespecies.org:taxname:311128	urn:lsid:marinespecies.org:taxname:311128	urn:lsid:marinespecies.org:taxname:311128	urn:lsid:marinespecies.org:taxname:158774	NA	Porogadus promelas	Porogadus promelas	Porogadus	Gilbert, C. H. (1892). Descriptions of thirty-four new species of fishes collected in 1888 and 1889, principally among the Santa Barbara Islands and in the Gulf of California. <em>In: Scientific results of explorations by the U. S. Fish Commission steamer Albatross. Proceedings of the United States National Museum.</em> v. 14 (no. 880): 539-566.	1892	Animalia	Chordata	Teleostei	Ophidiiformes	Ophidiidae	Porogadus	NA	promelas	NA	Species	Gilbert, 1892	ICZN	accepted	NA	2023-01-10	Froese, R. and D. Pauly. Editors. (2024). FishBase. Porogadus promelas Gilbert, 1892. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=311128	https://www.marinespecies.org/aphia.php?p=taxdetails&id=311128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	311128	158774	Porogadus promelas	NCBI:txid1459853	NA
Poromitra crassiceps	R000829	127273	urn:lsid:marinespecies.org:taxname:127273	urn:lsid:marinespecies.org:taxname:127273	urn:lsid:marinespecies.org:taxname:127273	urn:lsid:marinespecies.org:taxname:126182	NA	Poromitra crassiceps	Poromitra crassiceps	Poromitra	NA	NA	Animalia	Chordata	Teleostei	Beryciformes	Melamphaidae	Poromitra	NA	crassiceps	NA	Species	(Günther, 1878)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Poromitra crassiceps (Günther, 1878). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127273	https://www.marinespecies.org/aphia.php?p=taxdetails&id=127273	NA	NA	NA	NA	NA	NCBI:txid88708	To GenBank (44 nucleotides; 48 proteins)	NA	ncbi	NA	127273	126182	Poromitra crassiceps	NCBI:txid88707	NCBI:txid88708
Poromitra jucunda	R000830	712528	urn:lsid:marinespecies.org:taxname:712528	urn:lsid:marinespecies.org:taxname:712528	urn:lsid:marinespecies.org:taxname:712528	urn:lsid:marinespecies.org:taxname:126182	NA	Poromitra jucunda	Poromitra jucunda	Poromitra	Kotlyar, A.N. (2010). Revision of the genus Poromitra (Melamphaidae): Part 6. Species of the P. megalops group. J. Ichthyol., 50(3): 231-245. 	2010	Animalia	Chordata	Teleostei	Beryciformes	Melamphaidae	Poromitra	NA	jucunda	NA	Species	Kotlyar, 2010	ICZN	accepted	NA	2012-12-21	Froese, R. and D. Pauly. Editors. (2024). FishBase. Poromitra jucunda Kotlyar, 2010. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=712528	https://www.marinespecies.org/aphia.php?p=taxdetails&id=712528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	712528	126182	Poromitra jucunda	NCBI:txid88707	NA
Poromitra oscitans	R000831	274939	urn:lsid:marinespecies.org:taxname:274939	urn:lsid:marinespecies.org:taxname:274939	urn:lsid:marinespecies.org:taxname:274939	urn:lsid:marinespecies.org:taxname:126182	NA	Poromitra oscitans	Poromitra oscitans	Poromitra	Ebeling, A.W. (1975). A new Indo-Pacific bathypelagic-fish species of <i>Poromitra</i> and a key to the genus. Copeia 1975(2):306-315.	1975	Animalia	Chordata	Teleostei	Beryciformes	Melamphaidae	Poromitra	NA	oscitans	NA	Species	Ebeling, 1975	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Poromitra oscitans Ebeling, 1975. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274939	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274939	NA	NA	NA	NA	NA	NCBI:txid143334	To GenBank (8 nucleotides; 29 proteins)	NA	ncbi	NA	274939	126182	Poromitra oscitans	NCBI:txid88707	NCBI:txid143334
Priacanthus alalaua	R000832	273763	urn:lsid:marinespecies.org:taxname:273763	urn:lsid:marinespecies.org:taxname:273763	urn:lsid:marinespecies.org:taxname:273763	urn:lsid:marinespecies.org:taxname:126049	NA	Priacanthus alalaua	Priacanthus alalaua	Priacanthus	Jordan, D. S.; Evermann B. W. (1903). Descriptions of new genera and species of fishes from the Hawaiian Islands. <em>Bulletin of the U. S. Fish Commission.</em> v. 22 (1902): 161-208.	1903	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Priacanthidae	Priacanthus	NA	alalaua	NA	Species	Jordan & Evermann, 1903	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Priacanthus alalaua Jordan & Evermann, 1903. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273763	https://www.marinespecies.org/aphia.php?p=taxdetails&id=273763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	273763	126049	Priacanthus alalaua	NCBI:txid270571	NA
Prionace glauca	R000833	105801	urn:lsid:marinespecies.org:taxname:105801	urn:lsid:marinespecies.org:taxname:105801	urn:lsid:marinespecies.org:taxname:105801	urn:lsid:marinespecies.org:taxname:105722	NA	Prionace glauca	Prionace glauca	Prionace	NA	NA	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Prionace	NA	glauca	NA	Species	(Linnaeus, 1758)	ICZN	accepted	NA	2020-09-24	Froese, R. and D. Pauly. Editors. (2024). FishBase. Prionace glauca (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105801	https://www.marinespecies.org/aphia.php?p=taxdetails&id=105801	NA	NA	NA	NA	NA	NCBI:txid7815	To GenBank (2134 nucleotides; 1359 proteins)	NA	ncbi	NA	105801	105722	Prionace glauca	NCBI:txid7814	NCBI:txid7815
Prionotus ruscarius	R000834	276290	urn:lsid:marinespecies.org:taxname:276290	urn:lsid:marinespecies.org:taxname:276290	urn:lsid:marinespecies.org:taxname:276290	urn:lsid:marinespecies.org:taxname:159569	NA	Prionotus ruscarius	Prionotus ruscarius	Prionotus	Gilbert, C. H.; Starks, E. C. (1904). The fishes of Panama Bay. <em>Memoirs of the California Academy of Sciences.</em> v. 4: 1-304, Pls. 1-33.	1904	Animalia	Chordata	Teleostei	Perciformes	Triglidae	Prionotus	NA	ruscarius	NA	Species	Gilbert & Starks, 1904	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Prionotus ruscarius Gilbert & Starks, 1904. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276290	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276290	NA	NA	NA	NA	NA	NCBI:txid1897800	To GenBank (2 nucleotides; 2 proteins)	NA	ncbi	NA	276290	159569	Prionotus ruscarius	NCBI:txid320587	NCBI:txid1897800
Prionotus stephanophrys	R000835	276291	urn:lsid:marinespecies.org:taxname:276291	urn:lsid:marinespecies.org:taxname:276291	urn:lsid:marinespecies.org:taxname:276291	urn:lsid:marinespecies.org:taxname:159569	NA	Prionotus stephanophrys	Prionotus stephanophrys	Prionotus	Lockington, W. N. (1881). Description of a new species of Prionotus (Prionotus stephanophrys) from the coast of California. <em>Proceedings of the United States National Museum.</em> v. 3 (no. 182): 529-532.	1881	Animalia	Chordata	Teleostei	Perciformes	Triglidae	Prionotus	NA	stephanophrys	NA	Species	Lockington, 1881	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Prionotus stephanophrys Lockington, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276291	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276291	NA	NA	NA	NA	NA	NCBI:txid320588	To GenBank (27 nucleotides; 23 proteins)	NA	ncbi	NA	276291	159569	Prionotus stephanophrys	NCBI:txid320587	NCBI:txid320588
