EU552681.1	NA;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
KY409004.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409003.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409002.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409001.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409000.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408999.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408998.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408997.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408996.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408995.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408994.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408993.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408992.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408991.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408990.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408989.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408988.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408987.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408986.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408985.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408984.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408983.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408982.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408981.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408980.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408979.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408978.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408977.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408976.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408974.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408973.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408971.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408970.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408969.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408968.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408967.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408966.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408965.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408964.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408963.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408962.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408961.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408960.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408959.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408958.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408957.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408956.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408955.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408954.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408953.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408952.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408951.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408950.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408949.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408948.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408947.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408946.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408945.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408944.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408943.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408942.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408941.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408940.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408939.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408938.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408937.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408936.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408935.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408934.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408933.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408932.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408931.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408930.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408929.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408928.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408927.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408926.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408925.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408924.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408923.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408922.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408921.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408920.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408919.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408918.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408917.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408916.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408915.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408914.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408913.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408912.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408911.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408910.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408909.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408908.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408907.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408906.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408905.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408904.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408903.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408902.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408901.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408900.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408899.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408898.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408897.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408896.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408895.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408894.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408893.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408892.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408891.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408890.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408889.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408888.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408887.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408886.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408885.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408884.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408883.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408882.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408881.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408880.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408879.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408878.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408877.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408876.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408875.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408874.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408873.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408872.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408871.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408870.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408869.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408868.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408867.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408866.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408865.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408864.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408863.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408862.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408861.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408860.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408859.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408858.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408857.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408856.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408855.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408854.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408853.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408852.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408851.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408850.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408849.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408848.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408847.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408846.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408845.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408844.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408843.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408842.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408841.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408840.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408839.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408838.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408837.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408836.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408835.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408834.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408833.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408832.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408831.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408830.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408829.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408828.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408827.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408826.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408825.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408824.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408823.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408822.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408821.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408820.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408819.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408818.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408817.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408816.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408815.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408814.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408813.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408812.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408811.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408810.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408809.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408808.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408807.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408806.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408805.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408804.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408803.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408802.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408801.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408800.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408799.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408798.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408797.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408796.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408795.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408794.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408793.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408792.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408791.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408790.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408789.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408788.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408787.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408786.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408785.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408784.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408783.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408782.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408781.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408780.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408779.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408778.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408777.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408776.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408775.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408774.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408773.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408772.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408771.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408770.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408769.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408768.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408767.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408765.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408764.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408763.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408762.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408761.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408760.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408759.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408758.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408757.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408756.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408755.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408754.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408753.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408752.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408751.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408749.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408748.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408747.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408746.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408745.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408744.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408743.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408742.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408741.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408740.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408739.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408738.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408737.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408736.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408735.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408734.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408733.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408732.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408731.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408730.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408729.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408728.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408727.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408726.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408725.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408724.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408723.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408722.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408721.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408720.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408719.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408718.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408716.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408715.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408714.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408713.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408712.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408711.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408710.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408709.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408708.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408707.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408706.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408705.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408704.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408703.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408702.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408701.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408700.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408699.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408698.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408697.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408696.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408695.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408694.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408693.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408692.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408691.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408690.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408689.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408688.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408687.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408686.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408685.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408684.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408682.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408681.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408680.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408679.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408678.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408677.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408676.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY408675.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
