Project Request,Scientific name,Point of Contact for Submission,Email,Common Name,Survey Type,species_code
NMFS AFSC GAP Survey,Lethasterias sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80201
NMFS AFSC GAP Survey,Pedicellaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80220
NMFS AFSC GAP Survey,Pedicellaster magister,Emily Markowtiz,emily.markowitz@noaa.gov,majestic sea star,Encountered,80230
NMFS AFSC GAP Survey,Stephanasterias albula,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80250
NMFS AFSC GAP Survey,Pisaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80310
NMFS AFSC GAP Survey,Pisaster brevispinus,Emily Markowtiz,emily.markowitz@noaa.gov,giant pink star,Encountered,80311
NMFS AFSC GAP Survey,Pisaster ochraceus,Emily Markowtiz,emily.markowitz@noaa.gov,purple star,Encountered,80312
NMFS AFSC GAP Survey,Poraniopsis inflata,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80520
NMFS AFSC GAP Survey,Henricia lineata,Emily Markowtiz,emily.markowitz@noaa.gov,lined blood star,Encountered,80535
NMFS AFSC GAP Survey,Henricia sp. B (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,white Henricia,Encountered,80536
NMFS AFSC GAP Survey,Henricia rhytisma,Emily Markowtiz,emily.markowitz@noaa.gov,mottled Henricia,Encountered,80537
NMFS AFSC GAP Survey,Henricia derjugini,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80539
NMFS AFSC GAP Survey,Henricia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80540
NMFS AFSC GAP Survey,Henricia clarki,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80541
NMFS AFSC GAP Survey,Henricia sanguinolenta,Emily Markowtiz,emily.markowitz@noaa.gov,sanguine sea star,Encountered,80542
NMFS AFSC GAP Survey,Henricia aspera,Emily Markowtiz,emily.markowitz@noaa.gov,ridged blood star,Encountered,80543
NMFS AFSC GAP Survey,Henricia leviuscula,Emily Markowtiz,emily.markowitz@noaa.gov,blood sea star,Encountered,80544
NMFS AFSC GAP Survey,Henricia longispina aleutica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80545
NMFS AFSC GAP Survey,Henricia tumida,Emily Markowtiz,emily.markowitz@noaa.gov,tumid sea star,Encountered,80546
NMFS AFSC GAP Survey,Henricia asthenactis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80547
NMFS AFSC GAP Survey,Henricia longispina,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80548
NMFS AFSC GAP Survey,Henricia leviuscula spiculifera,Emily Markowtiz,emily.markowitz@noaa.gov,spiny Henricia,Encountered,80549
NMFS AFSC GAP Survey,Odontohenricia fisheri,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80550
NMFS AFSC GAP Survey,Odontohenricia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80551
NMFS AFSC GAP Survey,Odontohenricia sp. A (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80552
NMFS AFSC GAP Survey,Odontohenricia sp. B (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80553
NMFS AFSC GAP Survey,Odontohenricia ahearnae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80554
NMFS AFSC GAP Survey,Odontohenricia violacea,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80555
NMFS AFSC GAP Survey,Odontohenricia sp. E (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,giant toothed Henricia,Encountered,80556
NMFS AFSC GAP Survey,Aleutihenricia federi,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80557
NMFS AFSC GAP Survey,Henricia sp. D (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,fuzzy henricia,Encountered,80560
NMFS AFSC GAP Survey,Henricia sp. E (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,slender pale Henricia,Encountered,80561
NMFS AFSC GAP Survey,Leptasterias polaris,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80590
NMFS AFSC GAP Survey,Leptasterias polaris katherinae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80591
NMFS AFSC GAP Survey,Leptasterias arctica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80594
NMFS AFSC GAP Survey,Leptasterias sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80595
NMFS AFSC GAP Survey,Leptasterias camtschatica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80596
NMFS AFSC GAP Survey,Aleutihenricia beringiana,Emily Markowtiz,emily.markowitz@noaa.gov,Bering Henricia,Encountered,80597
NMFS AFSC GAP Survey,Brisaster townsendi,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82670
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,large green heart urchin,Encountered,82672
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,oval heart urchin,Encountered,82673
NMFS AFSC GAP Survey,Brisaster latifrons,Emily Markowtiz,emily.markowitz@noaa.gov,heart urchin,Encountered,82675
NMFS AFSC GAP Survey,Brisaster owstoni,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82676
NMFS AFSC GAP Survey,Spatangus californicus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82680
NMFS AFSC GAP Survey,Brissopsis pacifica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82685
NMFS AFSC GAP Survey,Marginoproctus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82690
NMFS AFSC GAP Survey,Marginoproctus djakonovi,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82691
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,sand dollar unid.,Encountered,82730
NMFS AFSC GAP Survey,Echinarachnius parma,Emily Markowtiz,emily.markowitz@noaa.gov,parma sand dollar,Encountered,82740
NMFS AFSC GAP Survey,Dendraster excentricus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82741
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,crinoid unid.,Encountered,82750
NMFS AFSC GAP Survey,Ptilocrinus pinnatus,Emily Markowtiz,emily.markowitz@noaa.gov,yellow sea lily,Encountered,82751
NMFS AFSC GAP Survey,Heliometra glacialis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82755
NMFS AFSC GAP Survey,Retiometra alascana,Emily Markowtiz,emily.markowitz@noaa.gov,Alaskan crinoid,Encountered,82757
NMFS AFSC GAP Survey,Florometra sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82760
NMFS AFSC GAP Survey,Florometra serratissima,Emily Markowtiz,emily.markowitz@noaa.gov,featherstar crinoid,Encountered,82770
NMFS AFSC GAP Survey,Florometra asperrima,Emily Markowtiz,emily.markowitz@noaa.gov,common northern feather star,Encountered,82771
NMFS AFSC GAP Survey,Psathyrometra fragilis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82772
NMFS AFSC GAP Survey,Fariometra sp.,Emily Markowtiz,emily.markowitz@noaa.gov,dwarf feather star,Encountered,82775
NMFS AFSC GAP Survey,Ophiuroidea,Emily Markowtiz,emily.markowitz@noaa.gov,brittlestar unid.,Encountered,83000
NMFS AFSC GAP Survey,Ophiuridae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83010
NMFS AFSC GAP Survey,Gorgonocephalus eucnemis,Emily Markowtiz,emily.markowitz@noaa.gov,basketstar,Encountered,83020
NMFS AFSC GAP Survey,Gorgonocephalus sp. cf. arcticus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83021
NMFS AFSC GAP Survey,Gorgonocephalus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83022
NMFS AFSC GAP Survey,Astrocladus coniferus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83025
NMFS AFSC GAP Survey,Asteronychidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83055
NMFS AFSC GAP Survey,Asteronyx sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83060
NMFS AFSC GAP Survey,Asteroschema sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83064
NMFS AFSC GAP Survey,Asteroschema sublaeve,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83065
NMFS AFSC GAP Survey,Asteronyx loveni,Emily Markowtiz,emily.markowitz@noaa.gov,serpent sea star,Encountered,83070
NMFS AFSC GAP Survey,Asteronyx longifissus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83075
NMFS AFSC GAP Survey,Astrochele laevis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83080
NMFS AFSC GAP Survey,Astrochele sp. A (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83081
NMFS AFSC GAP Survey,Astrochele sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83090
NMFS AFSC GAP Survey,Ophiura sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83310
NMFS AFSC GAP Survey,Ophiura cryptolepis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83311
NMFS AFSC GAP Survey,Ophiura quadrispina,Emily Markowtiz,emily.markowitz@noaa.gov,four spined brittle star,Encountered,83312
NMFS AFSC GAP Survey,Ophiura maculata,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83313
NMFS AFSC GAP Survey,Ophiura luetkenii,Emily Markowtiz,emily.markowitz@noaa.gov,gray brittle star,Encountered,83319
NMFS AFSC GAP Survey,Ophiura sarsii,Emily Markowtiz,emily.markowitz@noaa.gov,notched brittlestar,Encountered,83320
NMFS AFSC GAP Survey,Stegophiura nodosa,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83336
NMFS AFSC GAP Survey,Amphiophiura sp. A (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83337
NMFS AFSC GAP Survey,Amphiophiura superba,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83338
NMFS AFSC GAP Survey,Amphiophiura sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83339
NMFS AFSC GAP Survey,Stegophiura ponderosa,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83340
NMFS AFSC GAP Survey,Ophiophthalmus normani,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83341
NMFS AFSC GAP Survey,Ophiacantha sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83342
NMFS AFSC GAP Survey,Geodia mesotriaena,Emily Markowtiz,emily.markowitz@noaa.gov,soccer ball sponge,Encountered,91046
NMFS AFSC GAP Survey,Geodia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,91047
NMFS AFSC GAP Survey,Acanthascus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,91048
NMFS AFSC GAP Survey,Halichondria sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,91049
NMFS AFSC GAP Survey,Halichondria panicea,Emily Markowtiz,emily.markowitz@noaa.gov,barrel sponge,Encountered,91050
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,neon yellow vase sponge,Encountered,91051
NMFS AFSC GAP Survey,Leucandra heathi,Emily Markowtiz,emily.markowitz@noaa.gov,spiny vase sponge,Encountered,91052
NMFS AFSC GAP Survey,Rhabdocalyptus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,cloud sponge,Encountered,91053
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,brain sponge,Encountered,91055
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,funnel sponge,Encountered,91056
NMFS AFSC GAP Survey,Stelodoryx oxeata,Emily Markowtiz,emily.markowitz@noaa.gov,scapula sponge,Encountered,91057
NMFS AFSC GAP Survey,Semisuberites cribrosa,Emily Markowtiz,emily.markowitz@noaa.gov,cat-o-nine-tails sponge,Encountered,91059
NMFS AFSC GAP Survey,Myxilla parasitica,Emily Markowtiz,emily.markowitz@noaa.gov,scallop sponge,Encountered,91060
NMFS AFSC GAP Survey,Myxilla lacunosa,Emily Markowtiz,emily.markowitz@noaa.gov,sulfur sponge,Encountered,91061
NMFS AFSC GAP Survey,Myxilla brunnea,Emily Markowtiz,emily.markowitz@noaa.gov,soft brown sponge,Encountered,91062
NMFS AFSC GAP Survey,Echinoclathria beringensis,Emily Markowtiz,emily.markowitz@noaa.gov,hat sponge,Encountered,91063
NMFS AFSC GAP Survey,Axinella blanca,Emily Markowtiz,emily.markowitz@noaa.gov,firm finger sponge,Encountered,91064
NMFS AFSC GAP Survey,Pachastrellidae sp. 1,Emily Markowtiz,emily.markowitz@noaa.gov,mushroom sponge,Encountered,91065
NMFS AFSC GAP Survey,Histodermella kagigunensis,Emily Markowtiz,emily.markowitz@noaa.gov,spud sponge,Encountered,91066
NMFS AFSC GAP Survey,Tedania kagalaskai,Emily Markowtiz,emily.markowitz@noaa.gov,club sponge,Encountered,91067
NMFS AFSC GAP Survey,Monanchora pulchra,Emily Markowtiz,emily.markowitz@noaa.gov,yellow leafy sponge,Encountered,91068
NMFS AFSC GAP Survey,Tethya sp.,Emily Markowtiz,emily.markowitz@noaa.gov,ball sponge,Encountered,91069
NMFS AFSC GAP Survey,Hyalonema sp.,Emily Markowtiz,emily.markowitz@noaa.gov,fiber optic sponge,Encountered,91070
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,staghorn sponge,Encountered,91071
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,orange ball sponge,Encountered,91072
NMFS AFSC GAP Survey,Leucosolenia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,91073
NMFS AFSC GAP Survey,Polymastia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,91074
NMFS AFSC GAP Survey,Polymastia pacifica,Emily Markowtiz,emily.markowitz@noaa.gov,orange nipple-ball sponge,Encountered,91075
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,orange sponge,Encountered,91076
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,yellow bowl sponge,Encountered,91077
NMFS AFSC GAP Survey,Polymastia pachymastia,Emily Markowtiz,emily.markowitz@noaa.gov,black-orange spud sponge,Encountered,91078
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,black papillate sponge,Encountered,91079
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,yellow green papillate sponge,Encountered,91080
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,yellow papillate sponge,Encountered,91081
NMFS AFSC GAP Survey,Polymastia sp. B (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,orange nipple ball sponge,Encountered,91082
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,orange encrusting sponge,Encountered,91083
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,firm yellow green sponge,Encountered,91084
NMFS AFSC GAP Survey,Ophiacantha enneactis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83343
NMFS AFSC GAP Survey,Ophiacantha diplasia,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83344
NMFS AFSC GAP Survey,Ophiophthalmus cataleimmoidus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83345
NMFS AFSC GAP Survey,Ophiacantha sp. cf. rhachophora,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83346
NMFS AFSC GAP Survey,Ophiacantha sp. A,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83347
NMFS AFSC GAP Survey,Ophiacantha bidentata,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83348
NMFS AFSC GAP Survey,Ophiopholis sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83360
NMFS AFSC GAP Survey,Ophiopholis longispina,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83390
NMFS AFSC GAP Survey,Ophiopholis japonica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83391
NMFS AFSC GAP Survey,Ophiopholis kennerlyi,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83392
NMFS AFSC GAP Survey,Ophiopholis aculeata,Emily Markowtiz,emily.markowitz@noaa.gov,ubiquitous brittle star,Encountered,83400
NMFS AFSC GAP Survey,Ophioscolex sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83402
NMFS AFSC GAP Survey,Ophioscolex corynetes,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83403
NMFS AFSC GAP Survey,Ophiothrix sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83405
NMFS AFSC GAP Survey,Ophiothrix spiculata,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83406
NMFS AFSC GAP Survey,Ophiosphalma jolliense,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83407
NMFS AFSC GAP Survey,Ophiosphalma sp. cf. jolliense,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83408
NMFS AFSC GAP Survey,Ophiomusium sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83409
NMFS AFSC GAP Survey,Ophiolebes sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83411
NMFS AFSC GAP Survey,Ophiosemnotes pachybactra,Emily Markowtiz,emily.markowitz@noaa.gov,thick spined brittle star,Encountered,83412
NMFS AFSC GAP Survey,Ophiosemnotes brevispina,Emily Markowtiz,emily.markowitz@noaa.gov,short spined brittle star,Encountered,83413
NMFS AFSC GAP Survey,Ophiosemnotes tylota,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83414
NMFS AFSC GAP Survey,Ophiosemnotes paucispina,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83415
NMFS AFSC GAP Survey,Ophiolebes sp. A (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83416
NMFS AFSC GAP Survey,Ophiolebes sp. B (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83417
NMFS AFSC GAP Survey,Ophiolebes sp. C (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83418
NMFS AFSC GAP Survey,Ophiolebes sp. D (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83419
NMFS AFSC GAP Survey,Ophiolebes sp. E (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83420
NMFS AFSC GAP Survey,Ophiolebes sp. F (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83421
NMFS AFSC GAP Survey,Ophiomusa lymani,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83480
NMFS AFSC GAP Survey,Astrophiura sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83501
NMFS AFSC GAP Survey,Amphiuridae,Emily Markowtiz,emily.markowitz@noaa.gov,burrowing brittle star unid.,Encountered,83660
NMFS AFSC GAP Survey,Amphiura diomedeae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83661
NMFS AFSC GAP Survey,Amphiodia fissa,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83700
NMFS AFSC GAP Survey,Amphiodia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,83701
NMFS AFSC GAP Survey,Holothuroidea,Emily Markowtiz,emily.markowitz@noaa.gov,sea cucumber unid.,Encountered,85000
NMFS AFSC GAP Survey,Cucumaria frondosa japonica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85010
NMFS AFSC GAP Survey,Cucumaria pallida,Emily Markowtiz,emily.markowitz@noaa.gov,pale sea cucumber,Encountered,85011
NMFS AFSC GAP Survey,Ocnus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85012
NMFS AFSC GAP Survey,Ocnus glacialis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85013
NMFS AFSC GAP Survey,Parastichopus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85015
NMFS AFSC GAP Survey,Apostichopus leukothele,Emily Markowtiz,emily.markowitz@noaa.gov,giant orange cucumber,Encountered,85016
NMFS AFSC GAP Survey,Apostichopus californicus,Emily Markowtiz,emily.markowitz@noaa.gov,California sea cucumber,Encountered,85020
NMFS AFSC GAP Survey,Pseudostichopus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85060
NMFS AFSC GAP Survey,Pseudostichopus mollis,Emily Markowtiz,emily.markowitz@noaa.gov,sandy sea cucumber,Encountered,85070
NMFS AFSC GAP Survey,Chiridota sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85080
NMFS AFSC GAP Survey,Chiridota albatrossii,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85081
NMFS AFSC GAP Survey,Myriotrochus rinkii,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85085
NMFS AFSC GAP Survey,Caudina arenicola,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85110
NMFS AFSC GAP Survey,Molpadia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85115
NMFS AFSC GAP Survey,Molpadia intermedia,Emily Markowtiz,emily.markowitz@noaa.gov,sweet sea potato,Encountered,85120
NMFS AFSC GAP Survey,Eupentacta sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85166
NMFS AFSC GAP Survey,Eupentacta quinquesemita,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85167
NMFS AFSC GAP Survey,Pentamera lissoplaca,Emily Markowtiz,emily.markowitz@noaa.gov,crescent sea cucumber,Encountered,85169
NMFS AFSC GAP Survey,Pentamera sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85170
NMFS AFSC GAP Survey,Pentamera sp. A (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85171
NMFS AFSC GAP Survey,Paracaudina chilensis,Emily Markowtiz,emily.markowitz@noaa.gov,rattail sea cucumber,Encountered,85175
NMFS AFSC GAP Survey,Bathyplotes sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85180
NMFS AFSC GAP Survey,Cucumaria sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85200
NMFS AFSC GAP Survey,Cucumaria fallax,Emily Markowtiz,emily.markowitz@noaa.gov,sea football,Encountered,85201
NMFS AFSC GAP Survey,Cucumaria frondosa,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85202
NMFS AFSC GAP Survey,Cucumariidae,Emily Markowtiz,emily.markowitz@noaa.gov,cucumarid sea cucumbers,Encountered,85203
NMFS AFSC GAP Survey,Apostichopus japonicus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85205
NMFS AFSC GAP Survey,Psolidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85209
NMFS AFSC GAP Survey,Psolus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85210
NMFS AFSC GAP Survey,Psolus phantapus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85211
NMFS AFSC GAP Survey,Psolus chitonoides,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85212
NMFS AFSC GAP Survey,Psolus sp. A (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,85213
